Algoritmo,Tamanho do número,Número gerado,Tempo para gerar em µs
Additive Lagged Fibonacci,40 bits,731967291770,0.39999940781854093
Additive Lagged Fibonacci,40 bits,516295847779,0.39999940781854093
Additive Lagged Fibonacci,40 bits,281873911476,0.39999940781854093
Additive Lagged Fibonacci,40 bits,615946169215,0.2999986463692039
Additive Lagged Fibonacci,40 bits,897987824238,0.2999986463692039
Additive Lagged Fibonacci,40 bits,135226235,0.39999940781854093
Additive Lagged Fibonacci,40 bits,979747660249,0.400003045797348
Additive Lagged Fibonacci,40 bits,582876233331,0.300002284348011
Additive Lagged Fibonacci,40 bits,530443488232,0.5000001692678779
Additive Lagged Fibonacci,40 bits,516431074014,0.2999986463692039
Additive Lagged Fibonacci,40 bits,162109943949,0.5000001692678779
Additive Lagged Fibonacci,40 bits,99310774770,0.39999940781854093
Additive Lagged Fibonacci,40 bits,328919684694,0.2999986463692039
Additive Lagged Fibonacci,40 bits,516566300249,0.39999940781854093
Additive Lagged Fibonacci,40 bits,42345976422,0.2999986463692039
Additive Lagged Fibonacci,40 bits,682187008101,0.39999940781854093
Additive Lagged Fibonacci,40 bits,859363172926,0.400003045797348
Additive Lagged Fibonacci,40 bits,1032997374263,0.300002284348011
Additive Lagged Fibonacci,56 bits,6708904064029804,0.39999940781854093
Additive Lagged Fibonacci,56 bits,8654515595313620,0.2999986463692039
Additive Lagged Fibonacci,56 bits,6458588309791511,0.2999986463692039
Additive Lagged Fibonacci,56 bits,14850517669714647,0.2999986463692039
Additive Lagged Fibonacci,56 bits,10842958863017507,0.300002284348011
Additive Lagged Fibonacci,56 bits,9998105277931678,0.300002284348011
Additive Lagged Fibonacci,56 bits,10709507049766658,0.400003045797348
Additive Lagged Fibonacci,56 bits,22137122083361021,0.2999986463692039
Additive Lagged Fibonacci,56 bits,17551862927047311,0.39999940781854093
Additive Lagged Fibonacci,56 bits,18652620873245298,0.2999986463692039
Additive Lagged Fibonacci,56 bits,17168095359558169,0.2999986463692039
Additive Lagged Fibonacci,56 bits,36987639753075668,0.2999986463692039
Additive Lagged Fibonacci,56 bits,28394821790064818,0.2999986463692039
Additive Lagged Fibonacci,56 bits,28650726151176976,0.2999986463692039
Additive Lagged Fibonacci,56 bits,27877602409324827,0.2999986463692039
Additive Lagged Fibonacci,56 bits,59124761836436689,0.2999986463692039
Additive Lagged Fibonacci,56 bits,45946684717112129,0.400003045797348
Additive Lagged Fibonacci,56 bits,47303347024422274,0.300002284348011
Additive Lagged Fibonacci,56 bits,45045697768882996,0.300002284348011
Additive Lagged Fibonacci,56 bits,24054807551584421,0.39999940781854093
Additive Lagged Fibonacci,56 bits,2283912469249011,0.39999940781854093
Additive Lagged Fibonacci,56 bits,3896479137671314,0.2999986463692039
Additive Lagged Fibonacci,56 bits,865706140279887,0.39999940781854093
Additive Lagged Fibonacci,56 bits,11121975350093174,0.39999940781854093
Additive Lagged Fibonacci,56 bits,48230597186361140,0.2999986463692039
Additive Lagged Fibonacci,56 bits,51199826162093588,0.2999986463692039
Additive Lagged Fibonacci,56 bits,45911403909162883,0.2999986463692039
Additive Lagged Fibonacci,56 bits,35176782901677595,0.2999986463692039
Additive Lagged Fibonacci,56 bits,50514509655610151,0.2999986463692039
Additive Lagged Fibonacci,56 bits,55096305299764902,0.2999986463692039
Additive Lagged Fibonacci,56 bits,46777110049442770,0.39999940781854093
Additive Lagged Fibonacci,56 bits,46298758251770769,0.300002284348011
Additive Lagged Fibonacci,56 bits,26687512804043355,0.39999940781854093
Additive Lagged Fibonacci,56 bits,34238537423930554,0.39999940781854093
Additive Lagged Fibonacci,56 bits,20630919920677717,0.39999940781854093
Additive Lagged Fibonacci,56 bits,9417947115520428,0.2999986463692039
Additive Lagged Fibonacci,56 bits,5144428421725570,0.400003045797348
Additive Lagged Fibonacci,56 bits,17277248685767520,0.39999940781854093
Additive Lagged Fibonacci,56 bits,67408029970120487,0.39999940781854093
Additive Lagged Fibonacci,56 bits,55716705367291197,0.2999986463692039
Additive Lagged Fibonacci,56 bits,31831941225768925,0.2999986463692039
Additive Lagged Fibonacci,56 bits,51515786109698074,0.2999986463692039
Additive Lagged Fibonacci,56 bits,15981355852870268,0.5000001692678779
Additive Lagged Fibonacci,56 bits,65134652482811625,0.2999986463692039
Additive Lagged Fibonacci,56 bits,36976369647494495,0.2999986463692039
Additive Lagged Fibonacci,56 bits,68793034795465594,0.2999986463692039
Additive Lagged Fibonacci,56 bits,11331791785062819,0.39999940781854093
Additive Lagged Fibonacci,56 bits,48793763812174886,0.39999940781854093
Additive Lagged Fibonacci,56 bits,68808310873263420,0.300002284348011
Additive Lagged Fibonacci,56 bits,48251226867235732,0.300002284348011
Additive Lagged Fibonacci,80 bits,311223727727982235741062,0.39999940781854093
Additive Lagged Fibonacci,80 bits,695696814200115829956887,0.39999940781854093
Additive Lagged Fibonacci,80 bits,144611181610315648296462,0.5000001692678779
Additive Lagged Fibonacci,80 bits,772760098826127694381906,0.300002284348011
Additive Lagged Fibonacci,80 bits,457732517829490285829480,0.300002284348011
Additive Lagged Fibonacci,80 bits,69549962549315335797634,0.39999940781854093
Additive Lagged Fibonacci,80 bits,520923691850683689165554,0.2999986463692039
Additive Lagged Fibonacci,80 bits,1142488092389454481749889,0.39999940781854093
Additive Lagged Fibonacci,80 bits,768956245557472521570542,0.2999986463692039
Additive Lagged Fibonacci,80 bits,765246776749431165754521,0.300002284348011
Additive Lagged Fibonacci,80 bits,665534873460999337462016,0.300002284348011
Additive Lagged Fibonacci,80 bits,706322371600953001425619,0.300002284348011
Additive Lagged Fibonacci,80 bits,17762943772333632693846,0.39999940781854093
Additive Lagged Fibonacci,80 bits,834796739298746501552155,0.2999986463692039
Additive Lagged Fibonacci,80 bits,1186458565311683026627570,0.39999940781854093
Additive Lagged Fibonacci,80 bits,639884644375778308469332,0.39999940781854093
Additive Lagged Fibonacci,80 bits,786719189329806154264388,0.300002284348011
Additive Lagged Fibonacci,80 bits,391117696433548492600500,0.400003045797348
Additive Lagged Fibonacci,80 bits,643067619158053189383410,0.39999940781854093
Additive Lagged Fibonacci,80 bits,137281196362102135188775,0.39999940781854093
Additive Lagged Fibonacci,80 bits,804482133102139786958234,0.2999986463692039
Additive Lagged Fibonacci,80 bits,16988616117665819446479,0.39999940781854093
Additive Lagged Fibonacci,80 bits,620600364855107041304804,0.39999940781854093
Additive Lagged Fibonacci,80 bits,777165840737880443658107,0.2999986463692039
Additive Lagged Fibonacci,80 bits,382275502817316766516446,0.5000001692678779
Additive Lagged Fibonacci,80 bits,408106312551214312046979,0.2999986463692039
Additive Lagged Fibonacci,80 bits,54742164398531055982038,0.400003045797348
Additive Lagged Fibonacci,80 bits,914447037099982578846882,0.300002284348011
Additive Lagged Fibonacci,80 bits,1186757635919456553474680,0.300002284348011
Additive Lagged Fibonacci,80 bits,425094928668880131493458,0.300002284348011
Additive Lagged Fibonacci,80 bits,675342529253638097286842,0.39999940781854093
Additive Lagged Fibonacci,80 bits,482687058223233847798813,0.39999940781854093
Additive Lagged Fibonacci,80 bits,360107319122144145284950,0.39999940781854093
Additive Lagged Fibonacci,80 bits,833201241220094443540437,0.300002284348011
Additive Lagged Fibonacci,80 bits,730084693652169153268880,0.300002284348011
Additive Lagged Fibonacci,80 bits,188208275708587251939519,0.39999940781854093
Additive Lagged Fibonacci,80 bits,337939135426971524053454,0.39999940781854093
Additive Lagged Fibonacci,80 bits,49370350274345400327719,0.39999940781854093
Additive Lagged Fibonacci,80 bits,196501403291178075849546,0.400003045797348
Additive Lagged Fibonacci,80 bits,670895333931821099738332,0.300002284348011
Additive Lagged Fibonacci,80 bits,698046454549115669338404,0.39999940781854093
Additive Lagged Fibonacci,80 bits,882571591494439843868156,0.2999986463692039
Additive Lagged Fibonacci,80 bits,926586096943347229118426,0.39999940781854093
Additive Lagged Fibonacci,80 bits,859103609640408351677851,0.2999986463692039
Additive Lagged Fibonacci,80 bits,1035985589976087193391858,0.2999986463692039
Additive Lagged Fibonacci,80 bits,931941941768785244195875,0.2999986463692039
Additive Lagged Fibonacci,80 bits,1123087500234525304967972,0.300002284348011
Additive Lagged Fibonacci,80 bits,321073123957600276710007,0.400003045797348
Additive Lagged Fibonacci,80 bits,525106224910573688024086,0.39999940781854093
Additive Lagged Fibonacci,80 bits,605587713648595913357855,0.39999940781854093
Additive Lagged Fibonacci,128 bits,152109257256663645827918982176126790912,0.39999940781854093
Additive Lagged Fibonacci,128 bits,87264254298680408911227625537533941929,0.2999986463692039
Additive Lagged Fibonacci,128 bits,116289441128193107897220640080852367799,0.39999940781854093
Additive Lagged Fibonacci,128 bits,126576107673410338926179832560547002129,0.2999986463692039
Additive Lagged Fibonacci,128 bits,243868110483287815842322135059855384771,0.300002284348011
Additive Lagged Fibonacci,128 bits,132181268604242466840930455861978722968,0.300002284348011
Additive Lagged Fibonacci,128 bits,148589449971447827725262075230322194903,0.400003045797348
Additive Lagged Fibonacci,128 bits,155022468341426794869794305149810872974,0.300002284348011
Additive Lagged Fibonacci,128 bits,55695000819012998206866509804213964227,0.5000001692678779
Additive Lagged Fibonacci,128 bits,219445522902922875752158081399512664897,0.2999986463692039
Additive Lagged Fibonacci,128 bits,264878891099640935622482715311174562702,0.2999986463692039
Additive Lagged Fibonacci,128 bits,281598576014837133795974137710357875103,0.2999986463692039
Additive Lagged Fibonacci,128 bits,299563111302300814049188644864069348998,0.300002284348011
Additive Lagged Fibonacci,128 bits,11344424586226879129713929829723176409,0.5000001692678779
Additive Lagged Fibonacci,128 bits,73185974150150299884370183109728546149,0.39999940781854093
Additive Lagged Fibonacci,128 bits,96338677435325465202393835428400536621,0.39999940781854093
Additive Lagged Fibonacci,128 bits,14975745200375348792680547236515101769,0.400003045797348
Additive Lagged Fibonacci,128 bits,230789947489149754881872011229235841306,0.2999986463692039
Additive Lagged Fibonacci,128 bits,338064865249791235506852898420903108851,0.2999986463692039
Additive Lagged Fibonacci,128 bits,37654886529224135534993365706990200268,0.39999940781854093
Additive Lagged Fibonacci,128 bits,314538856502676162841869192100584450767,0.2999986463692039
Additive Lagged Fibonacci,128 bits,242134372075376634011585941058959017715,0.2999986463692039
Additive Lagged Fibonacci,128 bits,70968472479003071927848474098863443544,0.5000001692678779
Additive Lagged Fibonacci,128 bits,133993563964549600737387201135390736889,0.2999986463692039
Additive Lagged Fibonacci,128 bits,329514601703051511634549739337099552536,0.2999986463692039
Additive Lagged Fibonacci,128 bits,132641952643587925430083344856426647565,0.39999940781854093
Additive Lagged Fibonacci,128 bits,68750970807855843971326765087998340939,0.39999940781854093
Additive Lagged Fibonacci,128 bits,171648450493773736272380566842380937157,0.300002284348011
Additive Lagged Fibonacci,128 bits,303771091284789211013044324005915791847,0.39999940781854093
Additive Lagged Fibonacci,128 bits,34493957798026095978294678483617453824,0.39999940781854093
Additive Lagged Fibonacci,128 bits,139719443286858915899175239186861784483,0.2999986463692039
Additive Lagged Fibonacci,128 bits,305642014458323337009767767977771674046,0.39999940781854093
Additive Lagged Fibonacci,128 bits,293003326066902259184219455911247132927,0.400003045797348
Additive Lagged Fibonacci,128 bits,167135910441614021408378023340044101389,0.300002284348011
Additive Lagged Fibonacci,128 bits,208470414094714759870502004274860125422,0.39999940781854093
Additive Lagged Fibonacci,128 bits,137008098031158609818773727388384399747,0.39999940781854093
Additive Lagged Fibonacci,128 bits,256492050430753006733889172485394713318,0.39999940781854093
Additive Lagged Fibonacci,128 bits,201629868239640117386672701823661555213,0.39999940781854093
Additive Lagged Fibonacci,128 bits,7907490460635212306302636029953698449,0.300002284348011
Additive Lagged Fibonacci,128 bits,102367745568543483365166887934387862337,0.39999940781854093
Additive Lagged Fibonacci,128 bits,209213009576716802454734020964873634789,0.5000001692678779
Additive Lagged Fibonacci,128 bits,28483411760315675331676117731937445146,0.39999940781854093
Additive Lagged Fibonacci,128 bits,216377904555349972176804640304813823871,0.39999940781854093
Additive Lagged Fibonacci,128 bits,239375843599702093183940615322772262084,0.2999986463692039
Additive Lagged Fibonacci,128 bits,125422693086531345725248586018500136651,0.39999940781854093
Additive Lagged Fibonacci,128 bits,230113279999955792718348819555599000359,0.2999986463692039
Additive Lagged Fibonacci,128 bits,224285395015985184483107276334767522320,0.2999986463692039
Additive Lagged Fibonacci,128 bits,1461222247307113085732895825391912965,0.39999940781854093
Additive Lagged Fibonacci,128 bits,334635702663248148179982606983373771440,0.300002284348011
Additive Lagged Fibonacci,128 bits,258596691760271468050024937287536445505,0.300002284348011
Additive Lagged Fibonacci,168 bits,65742836999865924043456484780297077251539370179300,0.5000001692678779
Additive Lagged Fibonacci,168 bits,117946485115567397119095157639973249820231147304958,0.39999940781854093
Additive Lagged Fibonacci,168 bits,110046997059965534275223056483113509072916536678021,0.300002284348011
Additive Lagged Fibonacci,168 bits,44367397582834882987658051400920681357936484327930,0.300002284348011
Additive Lagged Fibonacci,168 bits,100560718969080828272391868580628747227864297985669,0.300002284348011
Additive Lagged Fibonacci,168 bits,149515502239282982395443130833691849224479947685682,0.39999940781854093
Additive Lagged Fibonacci,168 bits,180983001260778762357927943029088745080286309757761,0.39999940781854093
Additive Lagged Fibonacci,168 bits,57499894092234593792512912670336225450839448895239,0.2999986463692039
Additive Lagged Fibonacci,168 bits,166303555968946752315848353360925824479403668164969,0.2999986463692039
Additive Lagged Fibonacci,168 bits,267461987354850379514538288473665099044711094990640,0.2999986463692039
Additive Lagged Fibonacci,168 bits,291029998320744296633150999512202254153202846435782,0.2999986463692039
Additive Lagged Fibonacci,168 bits,101867291675069476780170964071256906808775933223169,0.2999986463692039
Additive Lagged Fibonacci,168 bits,266864274938027580588240221941554571707267966150638,0.2999986463692039
Additive Lagged Fibonacci,168 bits,42833070437422214849838102131988495237272311674466,0.5000001692678779
Additive Lagged Fibonacci,168 bits,97868580424811911930935625365922546201570425191687,0.5000001692678779
Additive Lagged Fibonacci,168 bits,159367185767304070572683876741593132259615382118408,0.2999986463692039
Additive Lagged Fibonacci,168 bits,59023411750263185843945258127111943154752903313751,0.5000001692678779
Additive Lagged Fibonacci,168 bits,310295057792272594364376390605653594281983406665106,0.2999986463692039
Additive Lagged Fibonacci,168 bits,14754159588845061503943307702756347322854540625613,0.39999940781854093
Additive Lagged Fibonacci,168 bits,261234477442373547352854840812850039068391315341577,0.39999940781854093
Additive Lagged Fibonacci,168 bits,325887686688290766432185480068666514862020869464389,0.300002284348011
Additive Lagged Fibonacci,168 bits,353128128229694809214214492737642089519255718339572,0.300002284348011
Additive Lagged Fibonacci,168 bits,112622740013656973434878933068678893524424965817300,0.300002284348011
Additive Lagged Fibonacci,168 bits,46457244052966470865395400379074718296087966458129,0.39999940781854093
Additive Lagged Fibonacci,168 bits,10766679281842805215987421020410004984855041776284,0.5000001692678779
Additive Lagged Fibonacci,168 bits,289278766865256256518447566167927230769320394002822,0.39999940781854093
Additive Lagged Fibonacci,168 bits,127376899602502034938822240771435240847279506442913,0.300002284348011
Additive Lagged Fibonacci,168 bits,307691721495340018218250241191924757364479281799706,0.300002284348011
Additive Lagged Fibonacci,168 bits,336654365970133571648172901089076519846875911240673,0.39999940781854093
Additive Lagged Fibonacci,168 bits,268262475938239918672518741730200867256657381340538,0.39999940781854093
Additive Lagged Fibonacci,168 bits,239999639616159008373701173840114134371704472260213,0.39999940781854093
Additive Lagged Fibonacci,168 bits,354148965548306489083645641570999475660567248257835,0.2999986463692039
Additive Lagged Fibonacci,168 bits,347421045251976376864160322109486524831730953016957,0.39999940781854093
Additive Lagged Fibonacci,168 bits,183396823646785028130822990722759644994059044341504,0.400003045797348
Additive Lagged Fibonacci,168 bits,367376539218661043312523414611549375218983978703126,0.300002284348011
Additive Lagged Fibonacci,168 bits,287696267886935360241752565587555779993127799055685,0.39999940781854093
Additive Lagged Fibonacci,168 bits,309930992065398801452189906023194591646688133255774,0.39999940781854093
Additive Lagged Fibonacci,168 bits,77514880428313799743198415277592059218797694680186,0.39999940781854093
Additive Lagged Fibonacci,168 bits,233231759678108904626081271276295056558769719961483,0.39999940781854093
Additive Lagged Fibonacci,168 bits,267700814278530702265254889983186802621776316311664,0.39999940781854093
Additive Lagged Fibonacci,168 bits,283207618160664031256206910957312663446500355270875,0.39999940781854093
Additive Lagged Fibonacci,168 bits,260911704075098827874021406000351704212856739021690,0.300002284348011
Additive Lagged Fibonacci,168 bits,226463879740058800878461368712475978745834967662753,0.39999940781854093
Additive Lagged Fibonacci,168 bits,181252663008754915446864138395374129582985384365493,0.39999940781854093
Additive Lagged Fibonacci,168 bits,218994191069351685648253499805138802061269757524793,0.39999940781854093
Additive Lagged Fibonacci,168 bits,338426584503412627617219821277943763431654433701876,0.2999986463692039
Additive Lagged Fibonacci,168 bits,85551220261456558444399322813402582272685956622380,0.400003045797348
Additive Lagged Fibonacci,168 bits,74809058130574470651975711203192479172842969675301,0.39999940781854093
Additive Lagged Fibonacci,168 bits,128057390073304569844317093587083012475851381793812,0.39999940781854093
Additive Lagged Fibonacci,168 bits,225193869421800308431097910102927014612592441721710,0.39999940781854093
Additive Lagged Fibonacci,224 bits,15897970173828804992795207402674208946944308808358714986965170298910,0.39999940781854093
Additive Lagged Fibonacci,224 bits,13958333115120433026942376820314651610796721683167441625989903337811,0.2999986463692039
Additive Lagged Fibonacci,224 bits,4147856604018133177921102152886577734809261273947717800670691533698,0.2999986463692039
Additive Lagged Fibonacci,224 bits,18506127716400833813130753165275391558072762843105739212669620383968,0.2999986463692039
Additive Lagged Fibonacci,224 bits,23001259214628799479180776557929653498500745784633741762512710559158,0.2999986463692039
Additive Lagged Fibonacci,224 bits,23385346647865215412077900320075037450964847781313591923612265633452,0.2999986463692039
Additive Lagged Fibonacci,224 bits,6884332681158217260124999800760514380073550340167751087281933836453,0.300002284348011
Additive Lagged Fibonacci,224 bits,408667624283046753365677429414378012980304443322825819940096160852,0.5000001692678779
Additive Lagged Fibonacci,224 bits,11939282721306964677308968873584231771807910170451884268374270608852,0.5000001692678779
Additive Lagged Fibonacci,224 bits,10383733095835008644353262053370058388124425041940461068498558722047,0.5000001692678779
Additive Lagged Fibonacci,224 bits,11032189285176350438046101953647092114882811614115468887952625370151,0.2999986463692039
Additive Lagged Fibonacci,224 bits,18914795340683880566496430594689769571053067286428565032609716544820,0.2999986463692039
Additive Lagged Fibonacci,224 bits,7980595268785124361822730344494254596671511532545053549783370918794,0.39999940781854093
Additive Lagged Fibonacci,224 bits,6809133076549584261764147286425465165452128400713480511007214106283,0.39999940781854093
Additive Lagged Fibonacci,224 bits,17916521966334567698171101754407606494956361954283219975234559206604,0.400003045797348
Additive Lagged Fibonacci,224 bits,19323462964966927319862108024104147584033371729751390852549812705672,0.300002284348011
Additive Lagged Fibonacci,224 bits,19919877990092089039131699218078486368479421702996937818157641527646,0.39999940781854093
Additive Lagged Fibonacci,224 bits,17192866172384592906117409339795523553576553442653941579505772828330,0.2999986463692039
Additive Lagged Fibonacci,224 bits,1988764584360278341550188621035067936202029145858116382083574327539,0.39999940781854093
Additive Lagged Fibonacci,224 bits,11278311638500168091691523531774286481449294593639383404055919001276,0.39999940781854093
Additive Lagged Fibonacci,224 bits,940526591726573606287414475553110291513788813001418886837402197224,0.39999940781854093
Additive Lagged Fibonacci,224 bits,24001999248934177167881556626220988719028681843367422090512986934613,0.39999940781854093
Additive Lagged Fibonacci,224 bits,19905286550694846039721290375442674431158391100141336357318133534143,0.2999986463692039
Additive Lagged Fibonacci,224 bits,3641827936316455616886616468858803391845521900850201775502121457732,0.39999940781854093
Additive Lagged Fibonacci,224 bits,20860404581818662645419113693631596659993210515998356704995043724870,0.400003045797348
Additive Lagged Fibonacci,224 bits,14234918754168130279331950878996881598968090863480791188915149513727,0.39999940781854093
Additive Lagged Fibonacci,224 bits,21894051135055124381271478996477742367360420245999452739401707861682,0.2999986463692039
Additive Lagged Fibonacci,224 bits,14920139574816623708578140000633089873294816494489585179558040459008,0.39999940781854093
Additive Lagged Fibonacci,224 bits,21800931173545236251706528169184706951506999328999775591832445922094,0.39999940781854093
Additive Lagged Fibonacci,224 bits,11276971335951667652546492418198239644359628284307640798324526199124,0.39999940781854093
Additive Lagged Fibonacci,224 bits,14839391018599330626325754284900786124881666923600216615616231146609,0.400003045797348
Additive Lagged Fibonacci,224 bits,18561967511133079325464756469491893265140338395339786955060161916740,0.39999940781854093
Additive Lagged Fibonacci,224 bits,15701389088213259102458626775796672937863065422457559815723879397748,0.39999940781854093
Additive Lagged Fibonacci,224 bits,25511890090119797931878443297195121243327719147788431987239675712851,0.39999940781854093
Additive Lagged Fibonacci,224 bits,9773495486503815212930218194358897818604942747059096873914328759075,0.400003045797348
Additive Lagged Fibonacci,224 bits,6522160418799063239375881383105352464798010467288799653514592126532,0.39999940781854093
Additive Lagged Fibonacci,224 bits,10542373594607855559498139857961749215732920328916762926452715070626,0.39999940781854093
Additive Lagged Fibonacci,224 bits,9828914758920825789757920628373730214050203009555500304460591662759,0.39999940781854093
Additive Lagged Fibonacci,224 bits,24612886505103145839255972479259683943486609670659313489530559905684,0.300002284348011
Additive Lagged Fibonacci,224 bits,25084127929932142564840637852597245729938348862628586608574754043272,0.300002284348011
Additive Lagged Fibonacci,224 bits,26243762682821114661956766633758422153595985751374322742176594468374,0.39999940781854093
Additive Lagged Fibonacci,224 bits,8380858181889983926969348838549220783740777734803359810596657126394,0.39999940781854093
Additive Lagged Fibonacci,224 bits,7426435324456321257519175586598951088454407995177837882341278415543,0.5000001692678779
Additive Lagged Fibonacci,224 bits,4646341681580566009549504148682967521099214907376813780985735920588,0.39999940781854093
Additive Lagged Fibonacci,224 bits,9826189610278330426787891404700540695691761657750513187525699289784,0.39999940781854093
Additive Lagged Fibonacci,224 bits,18209772940810809716727269466922950997790980744358860115057248789153,0.2999986463692039
Additive Lagged Fibonacci,224 bits,5079375162408827302108132978839004358303873243296578890768228072011,0.39999940781854093
Additive Lagged Fibonacci,224 bits,2770522944362068779723126914260582577400419347464827908456879714644,0.400003045797348
Additive Lagged Fibonacci,224 bits,9110005625948805294077642951439332175650602986584263448598683508942,0.39999940781854093
Additive Lagged Fibonacci,224 bits,26590631122700793643696618305472171781531758479162219925653905915547,0.2999986463692039
Additive Lagged Fibonacci,256 bits,426178821124588758141174965063318746072366654573655546493898495477106942809,0.6999980541877449
Additive Lagged Fibonacci,256 bits,68603706567948711074783904592583991905707930044556738529026085979833172116386,0.39999940781854093
Additive Lagged Fibonacci,256 bits,26605525544815490047137884263633628238262493941687211948268303025573625821055,0.5000001692678779
Additive Lagged Fibonacci,256 bits,103656610729598431811784170254955837568099316420110650558236602695969705521727,0.300002284348011
Additive Lagged Fibonacci,256 bits,99375841115483918721208198195062114614938314830565182508250327533128224296057,0.2999986463692039
Additive Lagged Fibonacci,256 bits,103929564187870280122072526822266179012616119183049623825503412241361103270791,0.39999940781854093
Additive Lagged Fibonacci,256 bits,69049874437976333018789071159777713594142824744413820879816182034095378451645,0.2999986463692039
Additive Lagged Fibonacci,256 bits,65202085236604539305363668798213341446845586788154416637032260390225293044161,0.39999940781854093
Additive Lagged Fibonacci,256 bits,99802019936608507479349373160125433361010681485138838054744226028605331238866,0.39999940781854093
Additive Lagged Fibonacci,256 bits,56741181518502795773285446406162263065054064561965798315071914213281145747241,0.39999940781854093
Additive Lagged Fibonacci,256 bits,95655399982791823065926955423411341832405318686101032828084485059669004272700,0.2999986463692039
Additive Lagged Fibonacci,256 bits,53066606728886775693576854044481271161674918542624503155811279078281868925952,0.39999940781854093
Additive Lagged Fibonacci,256 bits,83385771814776230776986586346499640122679011650063456523536969553820425894987,0.5000001692678779
Additive Lagged Fibonacci,256 bits,44878656469056880471786988219740534224400199079374858101117742446729119378096,0.39999940781854093
Additive Lagged Fibonacci,256 bits,48913185183451960661145041574501147573278158764874289668443083085851253084409,0.5000001692678779
Additive Lagged Fibonacci,256 bits,2476602728175119575369537834006704755250520665138355753385955460594032330177,0.5000001692678779
Additive Lagged Fibonacci,256 bits,67395702514068542832764974497937165630419708469561730538823611574512627493917,0.39999940781854093
Additive Lagged Fibonacci,256 bits,101619837987559676245072434625902797289454263641340656416189656660010265125337,0.2999986463692039
Additive Lagged Fibonacci,256 bits,28776495928927588303501011989224581552413492785334758457069984137607127717173,0.39999940781854093
Additive Lagged Fibonacci,256 bits,55543209457061895268946391878487975916925439207762858909197234538875901256129,0.300002284348011
Additive Lagged Fibonacci,256 bits,34989385091528578186180575835748897899828735453984623022902997120419923748968,0.400003045797348
Additive Lagged Fibonacci,256 bits,30706405219300361293288437836955423660584478055074950477849815098826254863497,0.39999940781854093
Additive Lagged Fibonacci,256 bits,77689681112379548964646053563725729125691651550209048125513067223458380801582,0.39999940781854093
Additive Lagged Fibonacci,256 bits,58019812185237014844315929712494680672175959872901214662583189999469933586306,0.2999986463692039
Additive Lagged Fibonacci,256 bits,102385087605597121018945550333686063530248443923546353561726608694932551242885,0.39999940781854093
Additive Lagged Fibonacci,256 bits,16534153969543842114789887454170313096768757030775042854581887750923390348898,0.400003045797348
Additive Lagged Fibonacci,256 bits,106466177041307137268147065552950310678105144335543806582583051361065508518755,0.39999940781854093
Additive Lagged Fibonacci,256 bits,113563021642298910113262321590982656589101399080664073571780424538345834842435,0.39999940781854093
Additive Lagged Fibonacci,256 bits,21582383459809503781555141160747053576807194711890412545172021807439345351917,0.39999940781854093
Additive Lagged Fibonacci,256 bits,47240559188844203408078325291125736757353235085849993332431702849749645212395,0.2999986463692039
Additive Lagged Fibonacci,256 bits,68363768916370490809222134107988131950526811220112290668638534576610759680401,0.49999653128907084
